Id,Rol,Sexo,Edad,Cantidad víctimas,Fecha,Año,Mes,Día,Hora completa,Hora,Tipo de calle,Calle,Cruce,Lugar del hecho,Comuna,XY (CABA),Latitud,Longitud,Participantes,Víctima,Acusado,Rango etario
2018-0058,CONDUCTOR,MASCULINO,26,1,2018-06-03,2018,6,3,06:30:00,6,AVENIDA,CORDOBA AV.,Si,CORDOBA AV. y THAMES,15,Point (102567.54814228 104264.87527568),-34.59082159,-58.43531242,MOTO-AUTO,MOTO,AUTO,ADULTOS
2018-0059,CONDUCTOR,MASCULINO,54,1,2018-06-08,2018,6,8,06:20:00,6,AVENIDA,"GARAY, JUAN DE AV.",Si,"GARAY, JUAN DE AV. y SANCHEZ DE LORIA",5,Point (104724.05358972 99878.51159963),-34.63035454,-58.41178165,MOTO-MOVIL,MOTO,OTRO,ADULTOS MAYORES
2018-0060,PEATON,MASCULINO,51,1,2018-06-08,2018,6,8,12:50:00,12,AVENIDA,LAVALLE,Si,"LAVALLE y ALEM, LEANDRO N. AV.",1,Point (108513.43549456 103032.95078343),-34.60189492,-58.37048800,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2018-0061,CONDUCTOR,MASCULINO,51,1,2018-06-10,2018,6,10,11:15:00,11,CALLE,ESTADOS UNIDOS,Si,ESTADOS UNIDOS y PICHINCHA,3,Point (105911.62147898 101065.51501699),-34.61964833,-58.39883882,MOTO-MOTO,MOTO,MOTO,ADULTOS MAYORES
2018-0062,PEATON,MASCULINO,32,1,2018-06-14,2018,6,14,01:00:00,1,CALLE,ROSARIO,Si,ROSARIO y BARCO CENTENERA DEL,6,Point (102035.73876399 100936.73706899),-34.62082399,-58.44110156,PEATON-CARGAS,PEATON,CARGAS,ADULTOS
2018-0063,PEATON,FEMENINO,28,1,2018-06-16,2018,6,16,21:15:00,21,AVENIDA,"ALEM, LEANDRO N. AV.",Si,"ALEM, LEANDRO N. AV. y VIAMONTE",1,Point (108473.00357935 103295.64162815),-34.59952725,-58.37093138,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2018-0064,CONDUCTOR,MASCULINO,30,1,2018-06-25,2018,6,25,01:15:00,1,AVENIDA,VARELA AV.,Si,VARELA AV. y PRIMERA JUNTA,7,Point (100435.26388900 98861.53271694),-34.63953253,-58.45855262,AUTO-CARGAS,AUTO,CARGAS,ADULTOS
2018-0065,CONDUCTOR,MASCULINO,35,1,2018-06-26,2018,6,26,17:30:00,17,CALLE,"PELLEGRINI, CARLOS",Si,"PELLEGRINI, CARLOS y JUNCAL",1,Point (107493.20906271 104038.93317074),-34.59283447,-58.38161909,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2018-0066,PEATON,MASCULINO,73,1,2018-06-28,2018,6,28,11:00:00,11,AVENIDA,CORRIENTES AV.,Si,"CORRIENTES AV. y LACROZE, FEDERICO AV.",15,Point (100750.52062158 104691.17506829),-34.58698157,-58.45511899,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2018-0067,PASAJERO_ACOMPAÑANTE,FEMENINO,81,1,2018-06-29,2018,6,29,16:15:00,16,AVENIDA,"MONTES DE OCA, MANUEL AV.",Si,"MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",4,Point (107891.26340037 99945.61487141),-34.62973033,-58.37724226,PASAJEROS-AUTO,PASAJEROS,AUTO,ANCIANOS
2018-0068,CONDUCTOR,MASCULINO,21,1,2018-07-01,2018,7,1,09:00:00,9,AVENIDA,CARABOBO AV.,Si,"CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",7,Point (100718.69831349 99996.27412808),-34.62930339,-58.45546217,MOTO-AUTO,MOTO,AUTO,JOVENES
2018-0069,CICLISTA,MASCULINO,20,1,2018-07-04,2018,7,4,21:45:00,21,AVENIDA,CORDOBA AV.,No,CORDOBA AV. 2215,2,Point (105900.94104333 103295.18325601),-34.59954925,-58.39897064,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,JOVENES
2018-0070,CONDUCTOR,MASCULINO,33,1,2018-07-07,2018,7,7,15:45:00,15,CALLE,ESTADOS UNIDOS,Si,"ESTADOS UNIDOS y URQUIZA, GRAL.",3,Point (104963.31095539 100886.97438212),-34.62126274,-58.40917826,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2018-0071,CONDUCTOR,MASCULINO,39,1,2018-07-10,2018,7,10,17:50:00,17,AVENIDA,MORENO,Si,"MORENO y HUERGO, ING. AV.",1,Point (108808.25931028 102022.90885862),-34.61099738,-58.36726348,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2018-0072,CONDUCTOR,MASCULINO,27,1,2018-07-11,2018,7,11,13:15:00,13,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,No,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,8,Point (98224.62123059 93867.97738800),-34.68454456,-58.48267426,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2018-0073,PEATON,FEMENINO,67,1,2018-07-11,2018,7,11,15:45:00,15,AVENIDA,"IRIARTE, GRAL. AV.",No,"IRIARTE, GRAL. AV. 3400",4,Point (106218.96559101 97510.98250186),-34.65168841,-58.39546165,PEATON-CARGAS,PEATON,CARGAS,ADULTOS MAYORES
2018-0074,CONDUCTOR,MASCULINO,25,1,2018-07-14,2018,7,14,06:04:00,6,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",No,"ALBERDI, JUAN BAUTISTA AV. 2968",7,Point (99438.84176266 99501.28380301),-34.63376545,-58.46941984,AUTO-CARGAS,AUTO,CARGAS,JOVENES
2018-0075,PEATON,MASCULINO,23,1,2018-07-15,2018,7,15,07:30:00,7,AVENIDA,DEL LIBERTADOR AV.,Si,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,14,Point (105470.75546311 105320.72785650),-34.58129246,-58.40367321,PEATON-AUTO,PEATON,AUTO,JOVENES
2018-0076,CONDUCTOR,MASCULINO,73,1,2018-07-16,2018,7,16,09:30:00,9,CALLE,"CHAVEZ, JORGE",Si,"CHAVEZ, JORGE y PAZ, GRAL. AV.",9,Point (93946.81673714 97681.68907836),-34.65014993,-58.52932872,AUTO-CARGAS,AUTO,CARGAS,ANCIANOS
2018-0077,CONDUCTOR,MASCULINO,58,1,2018-07-16,2018,7,16,23:15:00,23,CALLE,"URQUIZA, GRAL.",Si,"URQUIZA, GRAL. y ESTADOS UNIDOS",3,Point (104963.31095539 100886.97438212),-34.62126274,-58.40917826,AUTO-CARGAS,AUTO,CARGAS,ADULTOS MAYORES
2018-0078,PEATON,MASCULINO,27,1,2018-07-21,2018,7,21,06:15:00,6,CALLE,PARAGUAY,Si,PARAGUAY y SANCHEZ DE BUSTAMANTE,2,Point (104647.18963470 103830.17880585),-34.59473294,-58.41264127,PEATON-AUTO,PEATON,AUTO,ADULTOS
2018-0079,PEATON,MASCULINO,39,1,2018-07-23,2018,7,23,07:15:00,7,GRAL PAZ,DE LOS CORRALES AV.,Si,"DE LOS CORRALES AV. y PAZ, GRAL. AV.",9,Point (95832.05571093 95505.41641999),-34.66977709,-58.50877521,PEATON-CARGAS,PEATON,CARGAS,ADULTOS
2018-0080,PEATON,MASCULINO,26,1,2018-07-25,2018,7,25,22:22:00,22,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Si,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,Point (95506.35959227 96696.89655626),-34.65903530,-58.51232237,PEATON-AUTO,PEATON,AUTO,ADULTOS
2018-0081,PEATON,MASCULINO,35,1,2018-07-29,2018,7,29,06:30:00,6,AVENIDA,CASTANARES AV.,Si,CASTAÃ‘ARES AV. y RIVERA INDARTE AV.,7,Point (101453.89687005 98180.39027169),-34.64567171,-58.44744156,MULTIPLE,PEATON,MULTIPLE,ADULTOS
2018-0082,CONDUCTOR,FEMENINO,17,1,2018-08-01,2018,8,1,15:53:00,15,AVENIDA,LARRAZABAL,Si,"LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",9,Point (97148.03881747 96734.79106149),-34.65869968,-58.49441273,MOTO-CARGAS,MOTO,CARGAS,JOVENES
2018-0083,CONDUCTOR,MASCULINO,39,1,2018-08-02,2018,8,2,05:20:00,5,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,Point (98491.08733048 93092.87943671),-34.69153196,-58.47976785,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2018-0084,PEATON,MASCULINO,45,1,2018-08-03,2018,8,3,07:25:00,7,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",Si,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",1,Point (108993.20201253 100735.24332429),-34.62260331,-58.36523349,PEATON-CARGAS,PEATON,CARGAS,ADULTOS
2018-0085,PASAJERO_ACOMPAÑANTE,FEMENINO,22,2,2018-08-03,2018,8,3,18:16:00,18,AVENIDA,ENTRE RIOS AV.,Si,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,Point (106612.54991859 100244.75667446),-34.62704273,-58.39118948,MOTO-PASAJEROS,MOTO,PASAJEROS,JOVENES
2018-0085,CONDUCTOR,MASCULINO,30,2,2018-08-03,2018,8,3,18:16:00,18,AVENIDA,ENTRE RIOS AV.,Si,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,Point (106612.54991859 100244.75667446),-34.62704273,-58.39118948,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2018-0086,PEATON,MASCULINO,40,1,2018-08-10,2018,8,10,21:44:00,21,AVENIDA,DIRECTORIO AV.,Si,DIRECTORIO AV. y GUARDIA NACIONAL,9,Point (97534.35415051 97682.40955825),-34.65015854,-58.49019551,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2018-0087,PEATON,MASCULINO,75,1,2018-08-15,2018,8,15,19:20:00,19,AVENIDA,PAVON AV.,Si,PAVON AV. y COLOMBRES,5,Point (104296.57153484 99891.67281595),-34.63023775,-58.41644362,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2018-0088,CONDUCTOR,MASCULINO,39,1,2018-08-17,2018,8,17,16:36:00,16,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,Point (96563.66494817 108815.73881056),-34.54979510,-58.50073810,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2018-0089,PEATON,MASCULINO,80,1,2018-08-17,2018,8,17,17:56:00,17,AVENIDA,PICHINCHA AV.,Si,PICHINCHA AV. y BRASIL,4,Point (106147.25140863 99876.44981079),-34.63036565,-58.39626094,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2018-0090,CONDUCTOR,MASCULINO,27,1,2018-08-18,2018,8,18,10:34:00,10,AVENIDA,27 DE FEBRERO AV.,Si,27 DE FEBRERO AV. y PERGAMINO,8,Point (102791.00899168 95424.06973029),-34.67051543,-58.43284809,MOTO-AUTO,MOTO,AUTO,ADULTOS
2018-0091,PASAJERO_ACOMPAÑANTE,FEMENINO,23,1,2018-08-19,2018,8,19,18:47:00,18,AUTOPISTA,AUTOPISTA PERITO MORENO,Si,AUTOPISTA PERITO MORENO y BARRAGAN,9,Point (94544.31344300 99185.28796442),-34.63659934,-58.52280139,AUTO-AUTO,AUTO,AUTO,JOVENES
2018-0092,CONDUCTOR,MASCULINO,23,1,2018-08-20,2018,8,20,08:20:00,8,AVENIDA,CORDOBA AV.,Si,CORDOBA AV. y GASCON,14,Point (103662.91363929 103496.49206019),-34.59774487,-58.42336930,MOTO-AUTO,MOTO,AUTO,JOVENES
2018-0093,PEATON,MASCULINO,24,1,2018-08-20,2018,8,20,08:41:00,8,CALLE,15 DE NOVIEMBRE DE 1889,No,15 DE NOVIEMBRE DE 1889 1513,1,Point (107004.02001368 99798.84856249),-34.63105973,-58.38691681,PEATON-PASAJEROS,PEATON,PASAJEROS,JOVENES
2018-0094,CONDUCTOR,MASCULINO,32,1,2018-08-23,2018,8,23,05:35:00,5,CALLE,"SALGUERO, JERONIMO",Si,"SALGUERO, JERONIMO y BERUTI",14,Point (104734.93787233 104821.22705013),-34.58579880,-58.41169020,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2018-0095,PASAJERO_ACOMPAÑANTE,FEMENINO,49,1,2018-08-26,2018,8,26,00:59:00,0,AVENIDA,LACARRA AV.,Si,"LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,Point (99624.29795829 97569.69801131),-34.65117757,-58.46739825,AUTO-AUTO,AUTO,AUTO,ADULTOS
2018-0096,PEATON,MASCULINO,39,1,2018-08-31,2018,8,31,22:20:00,22,AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,Si,"AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",8,Point (101692.57924565 95312.63822646),-34.67152226,-58.44483258,PEATON-AUTO,PEATON,AUTO,ADULTOS
2018-0097,CONDUCTOR,FEMENINO,35,1,2018-09-02,2018,9,2,10:50:00,10,AVENIDA,VARELA AV.,Si,"VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",8,Point (102819.52927414 96448.46140692),-34.66128115,-58.43254025,AUTO-MOVIL,AUTO,OTRO,ADULTOS
2018-0098,CONDUCTOR,MASCULINO,55,2,2018-09-09,2018,9,9,05:00:00,5,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,Point (99203.46279192 92552.75548716),-34.69640164,-58.47199387,AUTO-AUTO,AUTO,AUTO,ADULTOS MAYORES
2018-0098,PASAJERO_ACOMPAÑANTE,MASCULINO,54,2,2018-09-09,2018,9,9,05:00:00,5,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,Point (99203.46279192 92552.75548716),-34.69640164,-58.47199387,AUTO-AUTO,AUTO,AUTO,ADULTOS MAYORES
2018-0099,PEATON,MASCULINO,18,1,2018-09-12,2018,9,12,14:25:00,14,AVENIDA,RIVADAVIA AV.,Si,RIVADAVIA AV. y PEDERNERA,7,Point (99925.51296558 100002.14427355),-34.62925068,-58.46411215,PEATON-PASAJEROS,PEATON,PASAJEROS,JOVENES
2018-0100,CONDUCTOR,FEMENINO,33,1,2018-09-20,2018,9,20,10:30:00,10,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",No,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",1,Point (109273.33013929 100616.46322293),-34.62367156,-58.36217754,MOTO-AUTO,MOTO,AUTO,ADULTOS
2018-0101,CONDUCTOR,MASCULINO,39,1,2018-09-21,2018,9,21,00:15:00,0,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y ZAPIOLA",12,Point (98376.44189669 109821.71138325),-34.54073130,-58.48098594,MULTIPLE,AUTO,MULTIPLE,ADULTOS
2018-0102,CONDUCTOR,MASCULINO,20,1,2018-09-21,2018,9,21,00:30:00,0,CALLE,FAMATINA,Si,"FAMATINA y TABORDA, DIOGENES",4,Point (104810.02928662 98097.69340075),-34.64640709,-58.41083404,MOTO-AUTO,MOTO,AUTO,JOVENES
2018-0103,PEATON,MASCULINO,1,1,2018-09-27,2018,9,27,17:51:00,17,AVENIDA,CASTA?ARES AV.,Si,"CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",7,Point (101577.07056955 98313.98170453),-34.64446729,-58.44609828,PEATON-MOTO,PEATON,MOTO,INFANTES
2018-0104,CONDUCTOR,MASCULINO,22,1,2018-10-01,2018,10,1,08:58:00,8,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Si,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,Point (107903.91828587 98767.43091425),-34.64035082,-58.37709334,MOTO-MOTO,MOTO,MOTO,JOVENES
2018-0105,PEATON,FEMENINO,56,1,2018-10-03,2018,10,3,18:12:00,18,AVENIDA,NAZCA AV.,Si,NAZCA AV. y RIVADAVIA AV.,7,Point (99418.67591727 99840.67619219),-34.63070603,-58.46963952,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2018-0106,CONDUCTOR,MASCULINO,27,1,2018-10-04,2018,10,4,22:02:00,22,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",Si,"FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",13,Point (102437.44187502 108614.72855724),-34.55161027,-58.43674281,MOTO-MOTO,MOTO,MOTO,ADULTOS
2018-0107,PEATON,FEMENINO,62,1,2018-10-06,2018,10,6,14:20:00,14,AVENIDA,RIVADAVIA AV.,Si,RIVADAVIA AV. y JUJUY AV.,3,Point (105258.35368554 102122.93231400),-34.61011987,-58.40596860,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2018-0108,CONDUCTOR,MASCULINO,37,1,2018-10-09,2018,10,9,14:00:00,14,AVENIDA,DE LOS ITALIANOS AV.,Si,"DE LOS ITALIANOS AV. y GUEMES, MACACHA",1,Point (109333.85016626 102728.06777580),-34.60463618,-58.36154069,MOTO-AUTO,MOTO,AUTO,ADULTOS
2018-0109,PEATON,MASCULINO,34,1,2018-10-10,2018,10,10,22:12:00,22,AVENIDA,TUCUMAN,Si,"TUCUMAN y ALEM, LEANDRO N. AV.",1,Point (108501.28725227 103169.39367565),-34.60066507,-58.37062179,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2018-0110,PEATON,MASCULINO,60,1,2018-10-13,2018,10,13,03:05:00,3,AVENIDA,CORRIENTES AV.,Si,"CORRIENTES AV. y GALLARDO, ANGEL AV.",15,Point (102852.69197214 103016.76479974),-34.60207186,-58.43220014,PEATON-MOTO,PEATON,MOTO,ADULTOS MAYORES
2018-0111,CONDUCTOR,MASCULINO,28,1,2018-10-19,2018,10,19,12:13:00,12,AUTOPISTA,AUTOPISTA PERITO MORENO,No,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",9,Point (99423.87045126 97756.09331484),-34.64949724,-58.46958442,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2018-0112,CONDUCTOR,FEMENINO,28,1,2018-10-24,2018,10,24,09:18:00,9,CALLE,MU?ECAS,Si,MUÃ‘ECAS y SERRANO,15,Point (101521.41058610 103279.18839709),-34.59970903,-58.44671397,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2018-0113,CONDUCTOR,MASCULINO,20,1,2018-10-25,2018,10,25,11:00:00,11,CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",Si,"ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",11,Point (99245.93828707 101610.8222803),-34.61474911,-58.47152163,MOTO-CARGAS,MOTO,CARGAS,JOVENES
2018-0114,CONDUCTOR,MASCULINO,23,1,2018-10-30,2018,10,30,02:15:00,2,AVENIDA,SOLIS,Si,SOLIS e INDEPENDENCIA AV.,1,Point (106692.15004353 101239.02351805),-34.61807951,-58.39032921,MOTO-AUTO,MOTO,AUTO,JOVENES
2018-0115,PEATON,MASCULINO,42,1,2018-10-31,2018,10,31,12:30:00,12,CALLE,"BOSCH, VENTURA",Si,"BOSCH, VENTURA y PAZ, GRAL. AV.",9,Point (93987.63954589 98477.26093452),-34.64297861,-58.52887773,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2018-0116,PEATON,MASCULINO,48,1,2018-11-01,2018,11,1,10:50:00,10,GRAL PAZ,"PAZ, GRAL. AV.",No,"PAZ, GRAL. AV. 14800",8,Point (97213.03214767 94392.58930391),-34.67981324,-58.49371157,PEATON-CARGAS,PEATON,CARGAS,ADULTOS
2018-0117,CONDUCTOR,MASCULINO,30,1,2018-11-04,2018,11,4,08:15:00,8,AVENIDA,"PERON, EVA AV.",No,"PERON, EVA AV. 5321",9,Point (98224.84159668 96577.14272605),-34.66012327,-58.48266599,MOTO-MOTO,MOTO,MOTO,ADULTOS
2018-0118,PEATON,FEMENINO,80,1,2018-11-05,2018,11,5,14:49:00,14,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",Si,"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",3,Point (105244.38396064 102386.61371612),-34.60774301,-58.40612253,PEATON-MOTO,PEATON,MOTO,ANCIANOS
2018-0119,PEATON,FEMENINO,32,1,2018-11-05,2018,11,5,22:35:00,22,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",Si,"RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",8,Point (102489.86457298 96266.15892101),-34.66292532,-58.43613623,PEATON-SD,PEATON,SD,ADULTOS
2018-0120,PEATON,FEMENINO,51,1,2018-11-09,2018,11,9,13:34:00,13,AVENIDA,MONROE,Si,MONROE y ALVAREZ THOMAS AV.,12,Point (98237.46824855 106343.83342545),-34.57208238,-58.48250732,PEATON-AUTO,PEATON,AUTO,ADULTOS MAYORES
2018-0121,PEATON,FEMENINO,72,1,2018-11-09,2018,11,9,16:32:00,16,AVENIDA,RIVADAVIA AV.,Si,RIVADAVIA AV. y MANZONI,10,Point (96684.78779898 99093.85665638),-34.63743280,-58.49945705,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2018-0122,CONDUCTOR,MASCULINO,33,1,2018-11-12,2018,11,12,01:00:00,1,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,Si,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,8,Point (98704.10681045 95222.62689520),-34.67233407,-58.47743966,AUTO-AUTO,AUTO,AUTO,ADULTOS
2018-0123,CONDUCTOR,MASCULINO,25,1,2018-11-12,2018,11,12,03:32:00,3,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y PERON, EVA AV.",9,Point (96405.76679348 94981.38013791),-34.67450313,-58.50251790,AUTO-SD,AUTO,SD,JOVENES
2018-0124,CONDUCTOR,MASCULINO,44,1,2018-11-15,2018,11,15,19:40:00,19,AUTOPISTA,AUTOPISTA PERITO MORENO,No,AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS,9,Point (94668.77734942 99160.32825286),-34.63682499,-58.52144411,CARGAS-CARGAS,CARGAS,CARGAS,ADULTOS
2018-0125,PEATON,MASCULINO,29,1,2018-11-16,2018,11,16,21:12:00,21,AVENIDA,SAENZ AV.,Si,SAENZ AV. y VENTANA,4,Point (104289.92773867 97606.13539657),-34.65084045,-58.41650465,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2018-0126,CONDUCTOR,MASCULINO,27,1,2018-11-18,2018,11,18,12:11:00,12,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",9,Point (93889.86789861 98745.59348173),-34.64055918,-58.52994219,MOTO-AUTO,MOTO,AUTO,ADULTOS
2018-0127,CONDUCTOR,MASCULINO,29,1,2018-11-19,2018,11,19,09:14:00,9,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12,Point (95720.94836751 106663.03756022),-34.56919739,-58.50993046,MOTO-MOTO,MOTO,MOTO,ADULTOS
2018-0128,PASAJERO_ACOMPAÑANTE,MASCULINO,49,2,2018-11-25,2018,11,25,04:30:00,4,GRAL PAZ,"PAZ, GRAL. AV.",No,"PAZ, GRAL. AV. 11200",9,Point (94027.41355272 98150.01779732),-34.64592873,-58.52844623,AUTO-PASAJEROS,AUTO,PASAJEROS,ADULTOS
2018-0128,PASAJERO_ACOMPAÑANTE,FEMENINO,39,2,2018-11-25,2018,11,25,04:30:00,4,GRAL PAZ,"PAZ, GRAL. AV.",No,"PAZ, GRAL. AV. 11200",9,Point (94027.41355272 98150.01779732),-34.64592873,-58.52844623,AUTO-PASAJEROS,AUTO,PASAJEROS,ADULTOS
2018-0129,CONDUCTOR,MASCULINO,37,1,2018-11-28,2018,11,28,04:01:00,4,AVENIDA,"NEWBERY, JORGE AV.",Si,"NEWBERY, JORGE AV. y GUEVARA",15,Point (101200.55632600 104694.24798650),-34.58695347,-58.45021367,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2018-0130,CONDUCTOR,MASCULINO,39,1,2018-12-03,2018,12,3,03:00:00,3,AVENIDA,GAONA AV.,Si,GAONA AV. y SEGUROLA AV.,10,Point (97531.36286491 100173.61049110),-34.62770192,-58.49022072,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2018-0131,CONDUCTOR,MASCULINO,29,1,2018-12-07,2018,12,7,19:10:00,19,AVENIDA,"MADERO, EDUARDO AV.",No,"MADERO, EDUARDO AV. 550",1,Point (108685.90894590 103124.78289557),-34.60106568,-58.36860866,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2018-0132,PEATON,MASCULINO,70,1,2018-12-12,2018,12,12,08:26:00,8,AUTOPISTA,AUTOPISTA ARTURO ILLIA,Si,"AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.",2,Point (106275.90279188 106304.98623165),-34.57241534,-58.39490504,PEATON-CARGAS,PEATON,CARGAS,ADULTOS MAYORES
2018-0133,PEATON,FEMENINO,60,1,2018-12-12,2018,12,12,14:07:00,14,AVENIDA,NAZCA AV.,Si,NAZCA AV. y RIVADAVIA AV.,7,Point (99418.67591727 99840.67619219),-34.63070603,-58.46963952,PEATON-CARGAS,PEATON,CARGAS,ADULTOS MAYORES
2018-0134,PEATON,MASCULINO,56,1,2018-12-12,2018,12,12,21:00:00,21,AVENIDA,LA PLATA AV.,Si,LA PLATA AV. y CASEROS AV.,7,Point (103649.67568294 98786.92074818),-34.64019887,-58.42349365,PEATON-MOTO,PEATON,MOTO,ADULTOS MAYORES
2018-0135,PEATON,MASCULINO,80,1,2018-12-18,2018,12,18,14:40:00,14,AVENIDA,BELGRANO AV.,Si,BELGRANO AV. y PERU,1,Point (108124.38297421 101840.19801704),-34.61265002,-58.37471802,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2018-0136,PEATON,FEMENINO,70,1,2018-12-18,2018,12,18,15:42:00,15,AVENIDA,RIVADAVIA AV.,No,RIVADAVIA AV. 7013,7,Point (99900.22869225 100014.51595495),-34.62913916,-58.46438789,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2018-0137,PASAJERO_ACOMPAÑANTE,MASCULINO,29,1,2018-12-18,2018,12,18,20:15:00,20,CALLE,"ALSINA, ADOLFO",Si,"ALSINA, ADOLFO y SANTIAGO DEL ESTERO",1,Point (107198.03031731 102023.53206745),-34.61100424,-58.38481975,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2018-0138,PASAJERO_ACOMPAÑANTE,FEMENINO,79,1,2018-12-21,2018,12,21,09:30:00,9,CALLE,BERMUDEZ,No,BERMUDEZ 1893,10,Point (95944.83421152 100945.68379559),-34.62073702,-58.50751833,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,ANCIANOS
2018-0139,PASAJERO_ACOMPAÑANTE,MASCULINO,28,1,2018-12-22,2018,12,22,06:30:00,6,CALLE,SANTANDER,No,SANTANDER 1974,7,Point (101510.09611838 98933.71958961),-34.63888084,-58.44682986,MOTO-MOTO,MOTO,MOTO,ADULTOS
2018-0140,CONDUCTOR,MASCULINO,78,1,2018-12-22,2018,12,22,08:05:00,8,CALLE,LANTERI JULIETA,No,LANTERI JULIETA 1400,1,Point (109469.86887005 101709.86665960),-34.61381341,-58.36004650,AUTO-AUTO,AUTO,AUTO,ANCIANOS
